assessid,stockid,mgmt,assessor,years,start_year,report_year,method,methodshort,methodlong,country,region,area,areaid,stocklong,class,order,family,genus,species,species_orig,comm_name,assess_if_mostrecent,assesssource,state_of_stock,primary_country,primary_FAOarea,assess_notes,M,M_year,M_notes,M_source,M_source_notes,B_start,B_end,F_start,F_end,C_start,C_end,terminal_year,assess_order,ty,ty_minus1
STECF-ANCHMEDGSA9-2004-2010-OSIO,ANCHMEDGSA9,GFCM,STECF,2004-2010,2004,2010,VPA,VIT,"Package based on LCA and Y/R analysis adapted to Mediterranean fisheries; Lleonart and Salat, 1992",multinational,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,multinational-GFCM-GSA9,Anchovy Ligurian and North Tyrrhenian Sea,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis encrasicolus,Engraulis encrasicolus,Anchovy,0,https://stecf.jrc.ec.europa.eu/documents/43805/219871/2011-11_STECF+11-14+-+Med+Stock+Assessments+part+2_JRC67797.pdf,Current,Italy,37,JRC Meeting: 2011-11_STECF 11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,2010,2010,2,2010,2009
STECF-ANCHMEDGSA9-2006-2015-OSIO,ANCHMEDGSA9,GFCM,STECF,2006-2015,2006,2015,VPA,XSA,Extended Survivor Analysis,multinational,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,multinational-GFCM-GSA9,Anchovy Ligurian and North Tyrrhenian Sea,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis encrasicolus,Engraulis encrasicolus,Anchovy,999,https://stecf.jrc.ec.europa.eu/documents/43805/1517808/2016-12_STECF+16-22+-+MED+assessments+part+1_JRCxxx.pdf,Current,Italy,37,NULL,NA,NA,NA,NA,NA,2006,2015,2006,2015,2006,2015,2015,1,2010,2009
WGHANSA-ANCHOBAYB-1986-2013-ICESIMP2016,ANCHOBAYB,ICES,WGHANSA,1986-2013,1986,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),Bay of Biscay,multinational-ICES-VIII,Anchovy Bay of Biscay,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis encrasicolus,Engraulis encrasicolus,Anchovy,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/ane-bisc.pdf,Current,Spain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1987,2013,1987,2012,1987,2012,2012,5,2006,2005
WGHANSA-ANCHOBAYB-1986-2014-ICESIMP2016,ANCHOBAYB,ICES,WGHANSA,1986-2014,1986,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),Bay of Biscay,multinational-ICES-VIII,Anchovy Bay of Biscay,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis encrasicolus,Engraulis encrasicolus,Anchovy,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/ane-bisc.pdf,Current,Spain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1987,2014,1987,2013,1987,2013,2013,4,2006,2005
WGHANSA-ANCHOBAYB-1986-2015-ICESIMP2016,ANCHOBAYB,ICES,WGHANSA,1986-2015,1986,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),Bay of Biscay,multinational-ICES-VIII,Anchovy Bay of Biscay,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis encrasicolus,Engraulis encrasicolus,Anchovy,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/ane-bisc.pdf,Current,Spain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1987,2015,1987,2015,1987,2015,2015,2.5,2006,2005
WGHANSA-ANCHOBAYB-1986-2016-ICESIMP2018,ANCHOBAYB,ICES,WGHANSA,1986-2016,1986,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Bay of Biscay,multinational-ICES-VIII,Anchovy Bay of Biscay,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis encrasicolus,Engraulis encrasicolus,Anchovy,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/ane-bisc.pdf,Current,Spain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1987,2016,1987,2015,1987,2015,2015,2.5,2006,2005
WGHANSA-ANCHOBAYB-1986-2017-ICESIMP2018,ANCHOBAYB,ICES,WGHANSA,1986-2017,1986,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),Bay of Biscay,multinational-ICES-VIII,Anchovy Bay of Biscay,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis encrasicolus,Engraulis encrasicolus,Anchovy,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ane.27.8.pdf,Current,Spain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1987,2017,1987,2017,1987,2017,2017,1,2006,2005
WGMHSA-ANCHOBAYB-1986-2007-JENNINGS,ANCHOBAYB,ICES,WGMHSA,1986-2007,1986,2007,Biomass dynamics model,BBM,Bayesian Biomass Model,multinational,Europe (EU),Bay of Biscay,multinational-ICES-VIII,Anchovy Bay of Biscay,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis encrasicolus,Engraulis encrasicolus,Anchovy,0,http://www.ices.dk,Current,Spain,27,NULL,1.2,NULL,Assumed all age classes and years,NA,NA,1987,2007,1987,2007,1987,2006,2006,6,2006,2005
MARAM-ANCHOSA-1949-2015-deMoor,ANCHOSA,DETMCM,MARAM,1949-2015,1949,2015,Statistical catch at age model,SCA,Statistical catch-at-age model,South Africa,South Africa,South Africa,South Africa-DETMCM-SA,Anchovy South Africa,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis encrasicolus,Engraulis encrasicolus,Anchovy,999,http://www.maram.uct.ac.za/maram/publications/2016,Current,South Africa,47,"SCA, but fitting to length-structured rather than age-structured data",1.2,NULL,,NA,NA,1983,2015,1986,2015,1949,2015,2015,1,2011,2010
MARAM-ANCHOSA-1984-2011-deMoor,ANCHOSA,DETMCM,MARAM,1984-2011,1984,2011,Biomass dynamics model,ASPM,Age-structured surplus production model,South Africa,South Africa,South Africa,South Africa-DETMCM-SA,Anchovy South Africa,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis encrasicolus,Engraulis encrasicolus,Anchovy,0,www.mth.uct.ac.za/maram/pub/2012/FISHERIES_2012_SEP_SWG-PEL_47.pdf,Current,South Africa,47,"The time series of proportion-at-age 1 in the November survey is output from a Bayesian analysis of the survey length distributions (de Moor C.L., Butterworth, D.S., and Coetzee, J.C. 2013 Can anchovy age structure be estimated from length distribution da",0.9,NULL,,NA,NA,1984,2011,1985,2011,1984,2011,2011,2,2011,2010
CNR-IAMC-ANGLMEDGSA15-16-2008-2010-BANOBI,ANGLMEDGSA15-16,GFCM,CNR-IAMC,2008-2010,2008,2010,VPA,VIT,"Package based on LCA and Y/R analysis adapted to Mediterranean fisheries; Lleonart and Salat, 1992",multinational,Mediterranean-Black Sea,"Malta Island and South of Sicily (GSA 15, 16)",multinational-GFCM-GSA15-16,"Black bellied angler Malta Island and South of Sicily (GSA 15, 16)",Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius budegassa,Lophius budegassa,Black bellied angler,0,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,Current,Italy,37,time series are only two years long,0.2,NULL,This is the M that was used for the VIT analysis,NA,NA,2009,2010,2009,2010,2009,2010,2010,1.5,2010,2009
STECF-ANGLMEDGSA15-16-2006-2011-OSIO,ANGLMEDGSA15-16,GFCM,STECF,2006-2011,2006,2011,VPA,VIT,"Package based on LCA and Y/R analysis adapted to Mediterranean fisheries; Lleonart and Salat, 1992",multinational,Mediterranean-Black Sea,"Malta Island and South of Sicily (GSA 15, 16)",multinational-GFCM-GSA15-16,"Black bellied angler Malta Island and South of Sicily (GSA 15, 16)",Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius budegassa,Lophius budegassa,Black bellied angler,999,https://stecf.jrc.ec.europa.eu/documents/43805/319223/2012-11_STECF+12-19+-+MED+stock+assessements+part+1_JRC76735.pdf,Current,Italy,37,JRC Meeting: 2012-11_STECF 12-19,NA,NA,NA,NA,NA,2009,2010,2009,2010,2006,2011,2010,1.5,2010,2009
WGBIE-ANGLVII-VIIIabd-1986-2016-ICESIMP2016,ANGLVII-VIIIabd,ICES,WGBIE,1986-2016,1986,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7-8abd,multinational-ICES-VII-VIIIabd,Black bellied angler ICES 7-8abd,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius budegassa,Lophius budegassa,Black bellied angler,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/anb-78ab.pdf,Current,Spain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2015,2015,2,2015,2014
WGBIE-ANGLVII-VIIIabd-1986-2017-ICESIMP2018,ANGLVII-VIIIabd,ICES,WGBIE,1986-2017,1986,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7-8abd,multinational-ICES-VII-VIIIabd,Black bellied angler ICES 7-8abd,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius budegassa,Lophius budegassa,Black bellied angler,999,,Current,Spain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,2003,2017,1986,2017,2017,1,2015,2014
WGBIE-ANGLVIIIc-IXa-1980-2014-ICESIMP2016,ANGLVIIIc-IXa,ICES,WGBIE,1980-2014,1980,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Black bellied angler ICES 8c-9a,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius budegassa,Lophius budegassa,Black bellied angler,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/anb-8c9a.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1980,2014,1980,2013,1980,2013,2013,5,2010,2009
WGBIE-ANGLVIIIc-IXa-1980-2015-ICESIMP2016,ANGLVIIIc-IXa,ICES,WGBIE,1980-2015,1980,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Black bellied angler ICES 8c-9a,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius budegassa,Lophius budegassa,Black bellied angler,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/anb-8c9a.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1980,2015,1980,2014,1980,2014,2014,4,2010,2009
WGBIE-ANGLVIIIc-IXa-1980-2016-ICESIMP2016,ANGLVIIIc-IXa,ICES,WGBIE,1980-2016,1980,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Black bellied angler ICES 8c-9a,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius budegassa,Lophius budegassa,Black bellied angler,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/anb-8c9a.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1980,2016,1980,2015,1980,2015,2015,3,2010,2009
WGBIE-ANGLVIIIc-IXa-1980-2017-ICESIMP2018,ANGLVIIIc-IXa,ICES,WGBIE,1980-2017,1980,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Black bellied angler ICES 8c-9a,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius budegassa,Lophius budegassa,Black bellied angler,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ank.27.8c9a.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1980,2017,1980,2016,1980,2016,2016,2,2010,2009
WGBIE-ANGLVIIIc-IXa-1980-2018-ICESIMP2018,ANGLVIIIc-IXa,ICES,WGBIE,1980-2018,1980,2018,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Black bellied angler ICES 8c-9a,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius budegassa,Lophius budegassa,Black bellied angler,999,,Current,Portugal,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1980,2018,1980,2017,1980,2017,2017,1,2010,2009
WGHMM-ANGLVIIIc-IXa-1980-2011-ICESIMP2016,ANGLVIIIc-IXa,ICES,WGHMM,1980-2011,1980,2011,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Black bellied angler ICES 8c-9a,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius budegassa,Lophius budegassa,Black bellied angler,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2011/2011/anb-8c9a.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1980,2011,1980,2010,1980,2010,2010,7.5,2010,2009
WGHMM-ANGLVIIIc-IXa-1980-2012-ICESIMP2016,ANGLVIIIc-IXa,ICES,WGHMM,1980-2012,1980,2012,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Black bellied angler ICES 8c-9a,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius budegassa,Lophius budegassa,Black bellied angler,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2012/2012/anb-8c9a.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1980,2011,1980,2010,1980,2010,2010,7.5,2010,2009
WGHMM-ANGLVIIIc-IXa-1980-2013-ICESIMP2016,ANGLVIIIc-IXa,ICES,WGHMM,1980-2013,1980,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Black bellied angler ICES 8c-9a,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius budegassa,Lophius budegassa,Black bellied angler,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/anb-8c9a.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1980,2013,1980,2012,1980,2012,2012,6,2010,2009
AFSC-ARFLOUNDBSAI-1970-2010-STACHURA,ARFLOUNDBSAI,NMFS,AFSC,1970-2010,1970,2010,Statistical catch at age model,AD-CAM,an AD-Model builder statistical Catch at Age Model,USA,US Alaska,Bering Sea and Aleutian Islands,USA-NMFS-BSAI,Arrowtooth flounder Bering Sea and Aleutian Islands,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes stomias,Atheresthes stomias,Arrowtooth flounder,0,http://www.afsc.noaa.gov/REFM/docs/2010/BSAIatf.pdf,Current,USA,67,NULL,NA,NA,NA,NA,NA,1976,2010,1976,2010,1970,2009,2009,2,2009,2008
AFSC-ARFLOUNDBSAI-1976-2015-SISIMP2016,ARFLOUNDBSAI,NMFS,AFSC,1976-2015,1976,2015,Unknown,Unknown,Unknown,USA,US Alaska,Bering Sea and Aleutian Islands,USA-NMFS-BSAI,Arrowtooth flounder Bering Sea and Aleutian Islands,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes stomias,Atheresthes stomias,Arrowtooth flounder,999,,Current,USA,67,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,1976,2015,1976,2014,1976,2014,2014,1,2009,2008
AFSC-ARFLOUNDGA-1958-2010-STACHURA,ARFLOUNDGA,NMFS,AFSC,1958-2010,1958,2010,Statistical catch at age model,AD-CAM,an AD-Model builder statistical Catch at Age Model,USA,US Alaska,Gulf of Alaska,USA-NMFS-GA,Arrowtooth flounder Gulf of Alaska,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes stomias,Atheresthes stomias,Arrowtooth flounder,0,http://www.afsc.noaa.gov/REFM/docs/2010/GOAatf.pdf,Current,USA,67,NULL,0.2,NULL,for females; males: 0.35,NA,NA,1961,2010,1961,2010,1964,2010,2010,2,2010,2009
AFSC-ARFLOUNDGA-1961-2015-SISIMP2016,ARFLOUNDGA,NMFS,AFSC,1961-2015,1961,2015,Unknown,Unknown,Unknown,USA,US Alaska,Gulf of Alaska,USA-NMFS-GA,Arrowtooth flounder Gulf of Alaska,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes stomias,Atheresthes stomias,Arrowtooth flounder,999,,Current,USA,67,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,1961,2015,1961,2015,1961,2014,2014,1,2010,2009
NWFSC-ARFLOUNDPCOAST-1914-2015-SISIMP2016,ARFLOUNDPCOAST,NMFS,NWFSC,1914-2015,1914,2015,Integrated Analysis,SS2,Stock Synthesis v2.0 model,USA,US West Coast,Pacific Coast,USA-NMFS-PCOAST,Arrowtooth flounder Pacific Coast,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes stomias,Atheresthes stomias,Arrowtooth flounder,999,,Current,USA,67,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,1914,2015,1916,2014,1916,2014,2014,1,2007,2006
NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,ARFLOUNDPCOAST,NMFS,NWFSC,1916-2007,1916,2007,Integrated Analysis,SS2,Stock Synthesis v2.0 model,USA,US West Coast,Pacific Coast,USA-NMFS-PCOAST,Arrowtooth flounder Pacific Coast,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes stomias,Atheresthes stomias,Arrowtooth flounder,0,http://www.pcouncil.org/groundfish/gfsafe1008/ArrowtoothAssess_Aug22.pdf,Current,USA,67,,0.166,NULL,instantaneous,NA,NA,1916,2007,1916,2007,1916,2007,2007,2,2007,2006
INIDEP-ARGANCHONARG-1989-2007-Parma,ARGANCHONARG,CFP,INIDEP,1989-2007,1989,2007,VPA,ADAPT,A general approach to fitting VPA models. ADAPT is based on minimising the sum-of-squares over any number of indices of abundance to find best-fit parameters.,Argentina,South America,Northern Argentina,Argentina-CFP-ARG-N,Argentine anchoita Northern Argentina,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis anchoita,Engraulis anchoita,Argentine anchoita,0,URL,Current,Argentina,41,,1.02,2008,,NA,NA,1990,2007,1990,2007,1990,2007,2007,3,2007,2006
INIDEP-ARGANCHONARG-1989-2015-ORLANDO,ARGANCHONARG,CFP,INIDEP,1989-2015,1989,2015,Statistical catch at age model,unknown,Unknown statistical catch-at-age model,Argentina,South America,Northern Argentina,Argentina-CFP-ARG-N,Argentine anchoita Northern Argentina,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis anchoita,Engraulis anchoita,Argentine anchoita,0,NULL,Current,Argentina,41,NULL,1.01,NULL,,NA,NA,1990,2015,1990,2015,1990,2015,2015,2,2007,2006
INIDEP-ARGANCHONARG-1989-2016-PARMA,ARGANCHONARG,CFP,INIDEP,1989-2016,1989,2016,Statistical catch at age model,unknown,Unknown statistical catch-at-age model,Argentina,South America,Northern Argentina,Argentina-CFP-ARG-N,Argentine anchoita Northern Argentina,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis anchoita,Engraulis anchoita,Argentine anchoita,999,NULL,Current,Argentina,41,NULL,1.01,NULL,,NA,NA,1990,2016,1990,2016,1990,2016,2016,1,2007,2006
INIDEP-ARGANCHOSARG-1989-2015-BURATTI,ARGANCHOSARG,CFP,INIDEP,1989-2015,1989,2015,Biomass dynamics model,ASPM,Age-structured surplus production model,Argentina,South America,Southern Argentina,Argentina-CFP-ARG-S,Argentine anchoita Southern Argentina,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis anchoita,Engraulis anchoita,Argentine anchoita,999,NULL,Current,Argentina,41,NULL,0.98,NULL,,NA,NA,1990,2015,1990,2015,1990,2015,2015,1,2007,2006
INIDEP-ARGANCHOSARG-1992-2007-Parma,ARGANCHOSARG,CFP,INIDEP,1992-2007,1992,2007,Biomass dynamics model,ASPM,Age-structured surplus production model,Argentina,South America,Southern Argentina,Argentina-CFP-ARG-S,Argentine anchoita Southern Argentina,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis anchoita,Engraulis anchoita,Argentine anchoita,0,URL,Current,Argentina,41,,1.05,2008,,NA,NA,1993,2007,1993,2007,1993,2007,2007,2,2007,2006
INIDEP-ARGHAKENARG-1985-2014-PARMA,ARGHAKENARG,CFP,INIDEP,1985-2014,1985,2014,VPA,XSA,Extended Survivor Analysis,Argentina,South America,Northern Argentina,Argentina-CFP-ARG-N,Argentine hake Northern Argentina,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius hubbsi,Merluccius hubbsi,Argentine hake,999,NULL,Current,Argentina,41,NULL,0.3,NULL,,NA,NA,1986,2014,1986,2014,1986,2014,2014,1,2011,2010
INIDEP-ARGHAKENARG-1986-2011-CHING,ARGHAKENARG,CFP,INIDEP,1986-2011,1986,2011,VPA,XSA,Extended Survivor Analysis,Argentina,South America,Northern Argentina,Argentina-CFP-ARG-N,Argentine hake Northern Argentina,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius hubbsi,Merluccius hubbsi,Argentine hake,0,NULL,Current,Argentina,41,NULL,NA,NA,NA,NA,NA,1986,2011,1986,2011,1986,2011,2011,2,2011,2010
INIDEP-ARGHAKESARG-1986-2015-PARMA,ARGHAKESARG,CFP,INIDEP,1986-2015,1986,2015,VPA,XSA,Extended Survivor Analysis,Argentina,South America,Southern Argentina,Argentina-CFP-ARG-S,Argentine hake Southern Argentina,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius hubbsi,Merluccius hubbsi,Argentine hake,999,NULL,Current,Argentina,41,NULL,0.3,NULL,,NA,NA,1990,2014,1990,2014,1986,2015,2014,1,2011,2010
INIDEP-ARGHAKESARG-1990-2011-CHING,ARGHAKESARG,CFP,INIDEP,1990-2011,1990,2011,VPA,XSA,Extended Survivor Analysis,Argentina,South America,Southern Argentina,Argentina-CFP-ARG-S,Argentine hake Southern Argentina,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius hubbsi,Merluccius hubbsi,Argentine hake,0,NULL,Current,Argentina,41,NULL,NA,NA,NA,NA,NA,1990,2011,1990,2011,1990,2011,2011,2,2011,2010
ICCAT-ATBTUNAEATL-1950-2015-PONS,ATBTUNAEATL,ICCAT,ICCAT,1950-2015,1950,2015,VPA,VPA,Virtual Population Analysis,multinational,Atlantic Ocean,Eastern Atlantic,multinational-ICCAT-EATL,Atlantic bluefin tuna Eastern Atlantic,Actinopterygii,Perciformes,Scombridae,Thunnus,Thunnus thynnus,Thunnus thynnus,Atlantic bluefin tuna,0,http://www.iccat.es/Documents/CVSP/CV071_2015/n_2/CV071020692.pdf,Current,Spain,27,data available at http://rscloud.iccat.int/kobe/Inputs/bfte/2014/vpa/inflated/med/,NA,NA,NA,NA,NA,1950,2012,1950,2012,1950,2015,2012,2,2012,2011
ICCAT-ATBTUNAEATL-1951-2016-PONS,ATBTUNAEATL,ICCAT,ICCAT,1951-2016,1951,2016,VPA,VPA,Virtual Population Analysis,multinational,Atlantic Ocean,Eastern Atlantic,multinational-ICCAT-EATL,Atlantic bluefin tuna Eastern Atlantic,Actinopterygii,Perciformes,Scombridae,Thunnus,Thunnus thynnus,Thunnus thynnus,Atlantic bluefin tuna,999,http://iccat.es/Documents/Meetings/Docs/2017_BFT_ASS_REP_ENG.pdf,Current,Spain,27,NULL,NA,NA,NA,NA,NA,1968,2015,1968,2015,1951,2016,2015,1,2012,2011
ICCAT-ATBTUNAWATL-1950-2015-PONS,ATBTUNAWATL,ICCAT,ICCAT,1950-2015,1950,2015,VPA,VPA,Virtual Population Analysis,multinational,Atlantic Ocean,Western Atlantic,multinational-ICCAT-WATL,Atlantic bluefin tuna Western Atlantic,Actinopterygii,Perciformes,Scombridae,Thunnus,Thunnus thynnus,Thunnus thynnus,Atlantic bluefin tuna,0,http://www.iccat.es/Documents/CVSP/CV071_2015/n_2/CV071020692.pdf,Current,USA,21,data available at: http://rscloud.iccat.int/kobe/Inputs/bftw/2014/vpa/cont/bevholt/,NA,NA,NA,NA,NA,1970,2012,1970,2012,1950,2015,2012,2.5,2012,2011
ICCAT-ATBTUNAWATL-1951-2016-PONS,ATBTUNAWATL,ICCAT,ICCAT,1951-2016,1951,2016,VPA,VPA,Virtual Population Analysis,multinational,Atlantic Ocean,Western Atlantic,multinational-ICCAT-WATL,Atlantic bluefin tuna Western Atlantic,Actinopterygii,Perciformes,Scombridae,Thunnus,Thunnus thynnus,Thunnus thynnus,Atlantic bluefin tuna,999,http://iccat.es/Documents/Meetings/Docs/2017_BFT_ASS_REP_ENG.pdf,Current,USA,21,NULL,NA,NA,NA,NA,NA,1974,2015,1974,2015,1951,2016,2015,1,2012,2011
ICCAT-ATBTUNAWATL-1970-2013-SISIMP2016,ATBTUNAWATL,ICCAT,ICCAT,1970-2013,1970,2013,VPA,VPA,Virtual Population Analysis,multinational,Atlantic Ocean,Western Atlantic,multinational-ICCAT-WATL,Atlantic bluefin tuna Western Atlantic,Actinopterygii,Perciformes,Scombridae,Thunnus,Thunnus thynnus,Thunnus thynnus,Atlantic bluefin tuna,0,,Current,USA,21,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,1970,2013,1970,2013,1970,2012,2012,2.5,2012,2011
DFO-ATHAL3NOPs4VWX5Zc-1970-2014-WATSON,ATHAL3NOPs4VWX5Zc,DFO,DFO,1970-2014,1970,2014,Unknown,Unknown,Unknown,Canada,Canada East Coast,Scotian Shelf and Southern Grand Banks,Canada-DFO-3NOPs4VWX5Zc,Atlantic halibut Scotian Shelf and Southern Grand Banks,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus hippoglossus,Hippoglossus hippoglossus,Atlantic halibut,999,NULL,Current,Canada,21,NULL,NA,NA,NA,NA,NA,1970,2013,2010,2013,2010,2014,2013,1,2008,2007
DFO-MAR-ATHAL3NOPs4VWX5Zc-1960-2010-CHING,ATHAL3NOPs4VWX5Zc,DFO,DFO-MAR,1960-2010,1960,2010,Unknown,Unknown,Unknown,Canada,Canada East Coast,Scotian Shelf and Southern Grand Banks,Canada-DFO-3NOPs4VWX5Zc,Atlantic halibut Scotian Shelf and Southern Grand Banks,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus hippoglossus,Hippoglossus hippoglossus,Atlantic halibut,0,http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_001-eng.pdf,Current,Canada,21,NULL,NA,NA,NA,NA,NA,1970,2009,1970,2010,1960,2008,2008,2,2008,2007
AFSC-ATKABSAI-1976-2011-STACHURA,ATKABSAI,NMFS,AFSC,1976-2011,1976,2011,Statistical catch at age model,AD-CAM,an AD-Model builder statistical Catch at Age Model,USA,US Alaska,Bering Sea and Aleutian Islands,USA-NMFS-BSAI,Atka mackerel Bering Sea and Aleutian Islands,Actinopterygii,Scorpaeniformes,Hexagrammidae,Pleurogrammus,Pleurogrammus monopterygius,Pleurogrammus monopterygius,Atka mackerel,0,http://www.afsc.noaa.gov/REFM/docs/2010/BSAIatka.pdf,Current,USA,67,,0.3,NULL,,NA,NA,1977,2011,1977,2010,1977,2009,2009,2,2009,2008
