"stockid","stockid_code","region","comparison","stock_comparison","stock_comparison_code","interval","period","ty","MethodChange","B_recent","B_old","F_recent","F_old","Bmsy_recent","Bmsy_old","Fmsy_recent","Fmsy_old","B_by_Bmsy_recent","B_by_Bmsy_old","F_by_Fmsy_recent","F_by_Fmsy_old","OFL_ty_recent","OFL_ty_old","mu_B","mu_F","mu_Bmsy","mu_Fmsy","mu_B_by_Bmsy","mu_F_by_Fmsy","mu_OFL","ty_code","num_assess"
"HERRNS-IIIa-VIId",11,"Europe (EU)",5,"HERRNS-IIIa-VIId_5",227,6,2,2010,NA,3670000,2860000,0.0512261580381471,0.0656,1000000,1000000,0.33,0.25,1.79,1.3,0.266666666666667,0.472,1031549.89830483,632629.760415782,4420000,0.0425339366515837,1000000,0.26,2.02,0.289230769230769,1011951.99074824,1,7
"HERRNS-IIIa-VIId",11,"Europe (EU)",6,"HERRNS-IIIa-VIId_6",228,7,2,2010,NA,4420000,2860000,0.0425339366515837,0.0656,1000000,1000000,0.26,0.25,2.02,1.3,0.289230769230769,0.472,1011951.99074824,632629.760415782,4420000,0.0425339366515837,1000000,0.26,2.02,0.289230769230769,1011951.99074824,1,7
"HERRRIGA",12,"Europe (EU)",1,"HERRRIGA_1",232,2,1,2010,NA,134000,119000,0.225373134328358,0.253,60000,60000,0.35,0.35,1.56666666666667,1.28,0.994285714285714,1.22857142857143,36074.6434421003,32036.4370866413,140000,0.215714285714286,60000,0.32,1.65833333333333,0.984375,34933.6143287217,1,7
"HERRRIGA",12,"Europe (EU)",2,"HERRRIGA_2",243,3,1,2010,NA,134000,119000,0.225373134328358,0.253,60000,60000,0.35,0.35,1.57333333333333,1.28,0.96,1.22857142857143,36074.6434421003,32036.4370866413,140000,0.215714285714286,60000,0.32,1.65833333333333,0.984375,34933.6143287217,1,7
"HERRRIGA",12,"Europe (EU)",3,"HERRRIGA_3",246,4,1,2010,NA,132000,119000,0.228787878787879,0.253,60000,60000,0.32,0.35,1.55166666666667,1.28,1.0625,1.22857142857143,32937.4077956519,32036.4370866413,140000,0.215714285714286,60000,0.32,1.65833333333333,0.984375,34933.6143287217,1,7
"HERRRIGA",12,"Europe (EU)",4,"HERRRIGA_4",247,5,1,2010,NA,138000,119000,0.218840579710145,0.253,60000,60000,0.32,0.35,1.62,1.28,1.025,1.22857142857143,34434.5626954543,32036.4370866413,140000,0.215714285714286,60000,0.32,1.65833333333333,0.984375,34933.6143287217,1,7
"HERRRIGA",12,"Europe (EU)",5,"HERRRIGA_5",248,6,2,2010,NA,138000,119000,0.218840579710145,0.253,60000,60000,0.32,0.35,1.63166666666667,1.28,1.009375,1.22857142857143,34434.5626954543,32036.4370866413,140000,0.215714285714286,60000,0.32,1.65833333333333,0.984375,34933.6143287217,1,7
"HERRRIGA",12,"Europe (EU)",6,"HERRRIGA_6",249,7,2,2010,NA,140000,119000,0.215714285714286,0.253,60000,60000,0.32,0.35,1.65833333333333,1.28,0.984375,1.22857142857143,34933.6143287217,32036.4370866413,140000,0.215714285714286,60000,0.32,1.65833333333333,0.984375,34933.6143287217,1,7
"SPRAT22-32",27,"Europe (EU)",1,"SPRAT22-32_1",547,2,1,2010,NA,1910000,1500000,0.179057591623037,0.228,570000,570000,0.29,0.29,2.19298245614035,1.56315789473684,1.05862068965517,1.40689655172414,480816.58592494,377604.648632152,1710000,0.2,570000,0.26,1.84210526315789,1.45384615384615,391501.788275902,1,7
"SPRAT22-32",27,"Europe (EU)",2,"SPRAT22-32_2",558,3,1,2010,NA,1950000,1500000,0.175384615384615,0.228,570000,570000,0.29,0.29,2.19298245614035,1.56315789473684,1.09655172413793,1.40689655172414,490886.043221798,377604.648632152,1710000,0.2,570000,0.26,1.84210526315789,1.45384615384615,391501.788275902,1,7
"SPRAT22-32",27,"Europe (EU)",3,"SPRAT22-32_3",561,4,1,2010,NA,1870000,1500000,0.182887700534759,0.228,570000,570000,0.26,0.29,2.05263157894737,1.56315789473684,1.29615384615385,1.40689655172414,428133.534547331,377604.648632152,1710000,0.2,570000,0.26,1.84210526315789,1.45384615384615,391501.788275902,1,7
"SPRAT22-32",27,"Europe (EU)",4,"SPRAT22-32_4",562,5,1,2010,NA,1730000,1500000,0.197687861271676,0.228,570000,570000,0.26,0.29,1.89473684210526,1.56315789473684,1.38076923076923,1.40689655172414,396080.75655983,377604.648632152,1710000,0.2,570000,0.26,1.84210526315789,1.45384615384615,391501.788275902,1,7
"SPRAT22-32",27,"Europe (EU)",5,"SPRAT22-32_5",563,6,2,2010,NA,1740000,1500000,0.196551724137931,0.228,570000,570000,0.26,0.29,1.89473684210526,1.56315789473684,1.38846153846154,1.40689655172414,398370.240701795,377604.648632152,1710000,0.2,570000,0.26,1.84210526315789,1.45384615384615,391501.788275902,1,7
"SPRAT22-32",27,"Europe (EU)",6,"SPRAT22-32_6",564,7,2,2010,NA,1710000,1500000,0.2,0.228,570000,570000,0.26,0.29,1.84210526315789,1.56315789473684,1.45384615384615,1.40689655172414,391501.788275902,377604.648632152,1710000,0.2,570000,0.26,1.84210526315789,1.45384615384615,391501.788275902,1,7
"HAKENRTN",6,"Europe (EU)",1,"HAKENRTN_1",106,2,1,2010,NA,251000,175000,0.30996015936255,0.416,NA,NA,0.24,0.24,NA,NA,1.04166666666667,1.625,44493.6005869481,37340.1243133531,207000,0.397101449275362,45000,0.28,2.91111111111111,1.28571428571429,42053.6457683683,1,7
"HAKENRTN",6,"Europe (EU)",2,"HAKENRTN_2",117,3,1,2010,NA,191000,175000,0.444502617801047,0.416,46200,NA,0.27,0.24,2.72727272727273,NA,1.40740740740741,1.625,37583.8636470866,37340.1243133531,207000,0.397101449275362,45000,0.28,2.91111111111111,1.28571428571429,42053.6457683683,1,7
"HAKENRTN",6,"Europe (EU)",3,"HAKENRTN_3",120,4,1,2010,NA,207000,175000,0.410144927536232,0.416,46200,NA,0.27,0.24,2.9004329004329,NA,1.2962962962963,1.625,40732.2501306121,37340.1243133531,207000,0.397101449275362,45000,0.28,2.91111111111111,1.28571428571429,42053.6457683683,1,7
"HAKENRTN",6,"Europe (EU)",4,"HAKENRTN_4",121,5,1,2010,NA,211000,175000,0.38957345971564,0.416,45000,NA,0.28,0.24,3,NA,1.25,1.625,42866.276604472,37340.1243133531,207000,0.397101449275362,45000,0.28,2.91111111111111,1.28571428571429,42053.6457683683,1,7
"HAKENRTN",6,"Europe (EU)",5,"HAKENRTN_5",122,6,2,2010,NA,196000,175000,0.433163265306122,0.416,45000,NA,0.28,0.24,2.73333333333333,NA,1.39285714285714,1.625,39818.910969083,37340.1243133531,207000,0.397101449275362,45000,0.28,2.91111111111111,1.28571428571429,42053.6457683683,1,7
"HAKENRTN",6,"Europe (EU)",6,"HAKENRTN_6",123,7,2,2010,NA,207000,175000,0.397101449275362,0.416,45000,NA,0.28,0.24,2.91111111111111,NA,1.28571428571429,1.625,42053.6457683683,37340.1243133531,207000,0.397101449275362,45000,0.28,2.91111111111111,1.28571428571429,42053.6457683683,1,7
"SOLEVIIIab",26,"Europe (EU)",1,"SOLEVIIIab_1",526,2,1,2010,NA,17800,13300,0.223033707865169,0.299,13000,13000,0.26,0.26,1.07692307692308,0.907692307692308,1.41923076923077,1.50384615384615,3886.53878595352,2903.98684568437,17100,0.232163742690058,10600,0.33,1.20754716981132,NA,4586.4585545961,1,7
"SOLEVIIIab",26,"Europe (EU)",2,"SOLEVIIIab_2",537,3,1,2010,NA,17900,13300,0.221787709497207,0.299,13000,13000,0.26,0.26,1.06153846153846,0.907692307692308,1.46538461538462,1.50384615384615,3908.37327351506,2903.98684568437,17100,0.232163742690058,10600,0.33,1.20754716981132,NA,4586.4585545961,1,7
"SOLEVIIIab",26,"Europe (EU)",3,"SOLEVIIIab_3",540,4,1,2010,NA,17500,13300,0.226857142857143,0.299,13000,13000,0.26,0.26,1.03076923076923,0.907692307692308,1.53076923076923,1.50384615384615,3821.03532326891,2903.98684568437,17100,0.232163742690058,10600,0.33,1.20754716981132,NA,4586.4585545961,1,7
"SOLEVIIIab",26,"Europe (EU)",4,"SOLEVIIIab_4",541,5,1,2010,NA,17500,13300,0.226857142857143,0.299,10600,13000,0.33,0.26,1.24528301886792,0.907692307692308,1.22727272727273,1.50384615384615,4693.74413482057,2903.98684568437,17100,0.232163742690058,10600,0.33,1.20754716981132,NA,4586.4585545961,1,7
"SOLEVIIIab",26,"Europe (EU)",5,"SOLEVIIIab_5",542,6,2,2010,NA,17200,13300,0.230813953488372,0.299,10600,13000,0.33,0.26,1.22641509433962,0.907692307692308,1.26060606060606,1.50384615384615,4613.27994965222,2903.98684568437,17100,0.232163742690058,10600,0.33,1.20754716981132,NA,4586.4585545961,1,7
"SOLEVIIIab",26,"Europe (EU)",6,"SOLEVIIIab_6",543,7,2,2010,NA,17100,13300,0.232163742690058,0.299,10600,13000,0.33,0.26,1.20754716981132,0.907692307692308,NA,1.50384615384615,4586.4585545961,2903.98684568437,17100,0.232163742690058,10600,0.33,1.20754716981132,NA,4586.4585545961,1,7
"SOLECS",20,"Europe (EU)",1,"SOLECS_1",400,2,1,2010,NA,5410,5490,0.32,0.366,2200,2200,0.31,0.31,1.62727272727273,1.75909090909091,1.03225806451613,1.18064516129032,1375.83454999117,1396.1796080317,4560,0.329,2400,0.27,1.17916666666667,1.21851851851852,1029.10241113321,1,7
"SOLECS",20,"Europe (EU)",2,"SOLECS_2",411,3,1,2010,NA,4840,5490,0.319,0.366,2200,2200,0.31,0.31,1.39545454545455,1.75909090909091,1.02903225806452,1.18064516129032,1230.87601145236,1396.1796080317,4560,0.329,2400,0.27,1.17916666666667,1.21851851851852,1029.10241113321,1,7
"SOLECS",20,"Europe (EU)",3,"SOLECS_3",414,4,1,2010,NA,5050,5490,0.305,0.366,2200,2200,0.31,0.31,1.45,1.75909090909091,0.983870967741935,1.18064516129032,1284.28178880876,1396.1796080317,4560,0.329,2400,0.27,1.17916666666667,1.21851851851852,1029.10241113321,1,7
"SOLECS",20,"Europe (EU)",4,"SOLECS_4",415,5,1,2010,NA,5010,5490,0.303,0.366,2400,2200,0.27,0.31,1.32083333333333,1.75909090909091,1.12222222222222,1.18064516129032,1130.65857012662,1396.1796080317,4560,0.329,2400,0.27,1.17916666666667,1.21851851851852,1029.10241113321,1,7
"SOLECS",20,"Europe (EU)",5,"SOLECS_5",416,6,2,2010,NA,4890,5490,0.308,0.366,2400,2200,0.27,0.31,1.29166666666667,1.75909090909091,1.14074074074074,1.18064516129032,1103.57692772838,1396.1796080317,4560,0.329,2400,0.27,1.17916666666667,1.21851851851852,1029.10241113321,1,7
"SOLECS",20,"Europe (EU)",6,"SOLECS_6",417,7,2,2010,NA,4560,5490,0.329,0.366,2400,2200,0.27,0.31,1.17916666666667,1.75909090909091,1.21851851851852,1.18064516129032,1029.10241113321,1396.1796080317,4560,0.329,2400,0.27,1.17916666666667,1.21851851851852,1029.10241113321,1,7
"SOLEIS",22,"Europe (EU)",1,"SOLEIS_1",442,1,1,2011,NA,1240,1470,0.266129032258065,0.2636133805439,3100,3100,0.16,0.16,0.354838709677419,0.412903225806452,2.15,1.9125,174.705251448356,207.110257765389,1270,0.270866141732283,3500,0.2,0.317142857142857,1.73,219.440573156146,1,7
"SOLEIS",22,"Europe (EU)",2,"SOLEIS_2",453,2,1,2011,NA,1260,1470,0.261904761904762,0.2636133805439,3100,3100,0.16,0.16,0.354838709677419,0.412903225806452,2.18125,1.9125,177.523078084619,207.110257765389,1270,0.270866141732283,3500,0.2,0.317142857142857,1.73,219.440573156146,1,7
"SOLEIS",22,"Europe (EU)",3,"SOLEIS_3",456,3,1,2011,NA,1300,1470,0.253846153846154,0.2636133805439,3100,3100,0.16,0.16,0.364516129032258,0.412903225806452,2.14375,1.9125,183.158731357147,207.110257765389,1270,0.270866141732283,3500,0.2,0.317142857142857,1.73,219.440573156146,1,7
"SOLEIS",22,"Europe (EU)",4,"SOLEIS_4",457,4,1,2011,NA,1260,1470,0.261904761904762,0.2636133805439,3500,3100,0.2,0.16,0.314285714285714,0.412903225806452,1.74,1.9125,217.712694627357,207.110257765389,1270,0.270866141732283,3500,0.2,0.317142857142857,1.73,219.440573156146,1,7
"SOLEIS",22,"Europe (EU)",5,"SOLEIS_5",458,5,1,2011,NA,1270,1470,0.270866141732283,0.2636133805439,3500,3100,0.2,0.16,0.317142857142857,0.412903225806452,1.725,1.9125,219.440573156146,207.110257765389,1270,0.270866141732283,3500,0.2,0.317142857142857,1.73,219.440573156146,1,7
"SOLEIS",22,"Europe (EU)",6,"SOLEIS_6",459,6,2,2011,NA,1270,1470,0.270866141732283,0.2636133805439,3500,3100,0.2,0.16,0.317142857142857,0.412903225806452,1.73,1.9125,219.440573156146,207.110257765389,1270,0.270866141732283,3500,0.2,0.317142857142857,1.73,219.440573156146,1,7
"WHITNS-VIId",28,"Europe (EU)",1,"WHITNS-VIId_1",568,1,1,2011,NA,715000,622000,0.0455944055944056,0.0514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355000,0.0864788732394366,NA,0.172,NA,1.21511627906977,56097.3935251825,1,7
"WHITNS-VIId",28,"Europe (EU)",2,"WHITNS-VIId_2",579,2,1,2011,NA,729000,622000,0.044718792866941,0.0514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355000,0.0864788732394366,NA,0.172,NA,1.21511627906977,56097.3935251825,1,7
"WHITNS-VIId",28,"Europe (EU)",3,"WHITNS-VIId_3",582,3,1,2011,NA,719000,622000,0.0453407510431154,0.0514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355000,0.0864788732394366,NA,0.172,NA,1.21511627906977,56097.3935251825,1,7
"WHITNS-VIId",28,"Europe (EU)",4,"WHITNS-VIId_4",583,4,1,2011,NA,596000,622000,0.0546979865771812,0.0514,242000,NA,0.15,NA,1.23140495867769,NA,1.17333333333333,NA,83018.0460506656,NA,355000,0.0864788732394366,NA,0.172,NA,1.21511627906977,56097.3935251825,1,7
"WHITNS-VIId",28,"Europe (EU)",5,"WHITNS-VIId_5",584,5,1,2011,NA,593000,622000,0.0539629005059022,0.0514,241837,NA,0.15,NA,1.23223493510091,NA,1.18,NA,82600.1699799407,NA,355000,0.0864788732394366,NA,0.172,NA,1.21511627906977,56097.3935251825,1,7
"WHITNS-VIId",28,"Europe (EU)",6,"WHITNS-VIId_6",585,6,2,2011,NA,355000,622000,0.0864788732394366,0.0514,NA,NA,0.172,NA,NA,NA,1.21511627906977,NA,56097.3935251825,NA,355000,0.0864788732394366,NA,0.172,NA,1.21511627906977,56097.3935251825,1,7
"CODNEAR",3,"Europe (non-EU)",1,"CODNEAR_1",43,1,1,2011,NA,3430000,3640000,0.209912536443149,0.198,460000,NA,0.4,NA,3.84782608695652,NA,0.6725,NA,1031717.39213166,NA,4020000,0.17910447761194,460000,0.4,4.39130434782609,0.6625,1209184.81526801,1,7
"CODNEAR",3,"Europe (non-EU)",2,"CODNEAR_2",54,2,1,2011,NA,3560000,3640000,0.202247191011236,0.198,460000,NA,0.4,NA,3.82608695652174,NA,0.685,NA,1070820.38367018,NA,4020000,0.17910447761194,460000,0.4,4.39130434782609,0.6625,1209184.81526801,1,7
"CODNEAR",3,"Europe (non-EU)",3,"CODNEAR_3",57,3,1,2011,NA,3380000,3640000,0.21301775147929,0.198,460000,NA,0.4,NA,3.47826086956522,NA,0.7775,NA,1016677.78000146,NA,4020000,0.17910447761194,460000,0.4,4.39130434782609,0.6625,1209184.81526801,1,7
"CODNEAR",3,"Europe (non-EU)",4,"CODNEAR_4",58,4,1,2011,NA,3590000,3640000,0.200557103064067,0.198,460000,NA,0.4,NA,3.69565217391304,NA,0.7325,NA,1079844.1509483,NA,4020000,0.17910447761194,460000,0.4,4.39130434782609,0.6625,1209184.81526801,1,7
"CODNEAR",3,"Europe (non-EU)",5,"CODNEAR_5",59,5,1,2011,NA,4040000,3640000,0.178217821782178,0.198,460000,NA,0.4,NA,4.43478260869565,NA,0.65,NA,1215200.66012009,NA,4020000,0.17910447761194,460000,0.4,4.39130434782609,0.6625,1209184.81526801,1,7
"CODNEAR",3,"Europe (non-EU)",6,"CODNEAR_6",60,6,2,2011,NA,4020000,3640000,0.17910447761194,0.198,460000,NA,0.4,NA,4.39130434782609,NA,0.6625,NA,1209184.81526801,NA,4020000,0.17910447761194,460000,0.4,4.39130434782609,0.6625,1209184.81526801,1,7
"CODFAPL",1,"Europe (non-EU)",1,"CODFAPL_1",1,1,1,2011,NA,35500,38300,0.27887323943662,0.258,40000,40000,0.32,0.32,0.535,0.595,1.659375,1.353125,8858.16649049729,9556.83877707173,33600,0.288392857142857,29226,0.23,0.687743789776227,NA,6281.08306041444,1,7
"CODFAPL",1,"Europe (non-EU)",2,"CODFAPL_2",12,2,1,2011,NA,32800,38300,0.297560975609756,0.258,40000,40000,0.32,0.32,0.515,0.595,1.59375,1.353125,8184.44678558623,9556.83877707173,33600,0.288392857142857,29226,0.23,0.687743789776227,NA,6281.08306041444,1,7
"CODFAPL",1,"Europe (non-EU)",3,"CODFAPL_3",15,3,1,2011,NA,30800,38300,0.316883116883117,0.258,40000,40000,0.32,0.32,0.4775,0.595,1.696875,1.353125,7685.39515231878,9556.83877707173,33600,0.288392857142857,29226,0.23,0.687743789776227,NA,6281.08306041444,1,7
"CODFAPL",1,"Europe (non-EU)",4,"CODFAPL_4",16,4,1,2011,NA,29300,38300,0.330716723549488,0.258,40000,40000,0.32,0.32,0.4525,0.595,1.7625,1.353125,7311.10642736819,9556.83877707173,33600,0.288392857142857,29226,0.23,0.687743789776227,NA,6281.08306041444,1,7
"CODFAPL",1,"Europe (non-EU)",5,"CODFAPL_5",17,5,1,2011,NA,33200,38300,0.291867469879518,0.258,29226,40000,0.23,0.32,0.680900567987409,0.595,2.39130434782609,1.353125,6206.30826207617,9556.83877707173,33600,0.288392857142857,29226,0.23,0.687743789776227,NA,6281.08306041444,1,7
"CODFAPL",1,"Europe (non-EU)",6,"CODFAPL_6",18,6,2,2011,NA,33600,38300,0.288392857142857,0.258,29226,40000,0.23,0.32,0.687743789776227,0.595,NA,1.353125,6281.08306041444,9556.83877707173,33600,0.288392857142857,29226,0.23,0.687743789776227,NA,6281.08306041444,1,7
"POLLFAPL",15,"Europe (non-EU)",1,"POLLFAPL_1",295,1,1,2011,NA,175000,174000,0.166285714285714,0.167,55000,55000,0.28,0.28,0.989090909090909,1.19818181818182,1.60357142857143,1.29285714285714,38915.8620864565,38693.4857316767,130000,0.228461538461538,55000,0.3,0.832727272727273,1.76666666666667,30690.6085424146,1,7
"POLLFAPL",15,"Europe (non-EU)",2,"POLLFAPL_2",306,2,1,2011,NA,132000,174000,0.225,0.167,55000,55000,0.3,0.28,0.983636363636364,1.19818181818182,1.65666666666667,1.29285714285714,31162.7717507594,38693.4857316767,130000,0.228461538461538,55000,0.3,0.832727272727273,1.76666666666667,30690.6085424146,1,7
"POLLFAPL",15,"Europe (non-EU)",3,"POLLFAPL_3",309,3,1,2011,NA,128000,174000,0.23203125,0.167,55000,55000,0.3,0.28,1.02181818181818,1.19818181818182,1.48333333333333,1.29285714285714,30218.4453340698,38693.4857316767,130000,0.228461538461538,55000,0.3,0.832727272727273,1.76666666666667,30690.6085424146,1,7
"POLLFAPL",15,"Europe (non-EU)",4,"POLLFAPL_4",310,4,1,2011,NA,127000,174000,0.233858267716535,0.167,55000,55000,0.3,0.28,1.04909090909091,1.19818181818182,1.41666666666667,1.29285714285714,29982.3637298973,38693.4857316767,130000,0.228461538461538,55000,0.3,0.832727272727273,1.76666666666667,30690.6085424146,1,7
"POLLFAPL",15,"Europe (non-EU)",5,"POLLFAPL_5",311,5,1,2011,NA,134000,174000,0.221641791044776,0.167,55000,55000,0.3,0.28,0.852727272727273,1.19818181818182,1.73333333333333,1.29285714285714,31634.9349591043,38693.4857316767,130000,0.228461538461538,55000,0.3,0.832727272727273,1.76666666666667,30690.6085424146,1,7
"POLLFAPL",15,"Europe (non-EU)",6,"POLLFAPL_6",312,6,2,2011,NA,130000,174000,0.228461538461538,0.167,55000,55000,0.3,0.28,0.832727272727273,1.19818181818182,1.76666666666667,1.29285714285714,30690.6085424146,38693.4857316767,130000,0.228461538461538,55000,0.3,0.832727272727273,1.76666666666667,30690.6085424146,1,7
"SEELNSSA1",17,"Europe (EU)",7,"SEELNSSA1_7",355,1,1,2012,NA,240000,244000,0.098,0.098,215000,215000,NA,NA,1.11627906976744,1.13488372093023,NA,NA,NA,NA,178000,0.108,145000,0.49,1.22758620689655,0.220408163265306,68952.5018351739,2,7
"SEELNSSA1",17,"Europe (EU)",8,"SEELNSSA1_8",356,2,1,2012,NA,238000,244000,0.098,0.098,215000,215000,NA,NA,1.10697674418605,1.13488372093023,NA,NA,NA,NA,178000,0.108,145000,0.49,1.22758620689655,0.220408163265306,68952.5018351739,2,7
"SEELNSSA1",17,"Europe (EU)",9,"SEELNSSA1_9",357,3,1,2012,NA,244000,244000,0.101,0.098,NA,215000,NA,NA,NA,1.13488372093023,NA,NA,NA,NA,178000,0.108,145000,0.49,1.22758620689655,0.220408163265306,68952.5018351739,2,7
"SEELNSSA1",17,"Europe (EU)",10,"SEELNSSA1_10",338,4,1,2012,NA,222000,244000,0.11,0.098,145000,215000,0.49,NA,1.53103448275862,1.13488372093023,0.224489795918367,NA,85996.9404910596,NA,178000,0.108,145000,0.49,1.22758620689655,0.220408163265306,68952.5018351739,2,7
"SEELNSSA1",17,"Europe (EU)",11,"SEELNSSA1_11",339,5,1,2012,NA,178000,244000,0.108,0.098,145000,215000,0.49,NA,1.22758620689655,1.13488372093023,0.220408163265306,NA,68952.5018351739,NA,178000,0.108,145000,0.49,1.22758620689655,0.220408163265306,68952.5018351739,2,7
"SEELNSSA1",17,"Europe (EU)",12,"SEELNSSA1_12",340,1,1,2013,NA,158000,160000,0.592,0.405,215000,215000,NA,NA,0.734883720930233,0.744186046511628,NA,NA,NA,NA,108000,0.68,145000,0.49,0.744827586206897,1.38775510204082,41836.3494280831,3,7
"SEELNSSA1",17,"Europe (EU)",13,"SEELNSSA1_13",341,2,1,2013,NA,161000,160000,0.594,0.405,NA,215000,NA,NA,NA,0.744186046511628,NA,NA,NA,NA,108000,0.68,145000,0.49,0.744827586206897,1.38775510204082,41836.3494280831,3,7
"SEELNSSA1",17,"Europe (EU)",14,"SEELNSSA1_14",342,3,1,2013,NA,121000,160000,0.675,0.405,145000,215000,0.49,NA,0.83448275862069,0.744186046511628,1.37755102040816,NA,46872.2063036856,NA,108000,0.68,145000,0.49,0.744827586206897,1.38775510204082,41836.3494280831,3,7
"SEELNSSA1",17,"Europe (EU)",15,"SEELNSSA1_15",343,4,1,2013,NA,108000,160000,0.68,0.405,145000,215000,0.49,NA,0.744827586206897,0.744186046511628,1.38775510204082,NA,41836.3494280831,NA,108000,0.68,145000,0.49,0.744827586206897,1.38775510204082,41836.3494280831,3,7
"SEELNSSA1",17,"Europe (EU)",16,"SEELNSSA1_16",344,1,1,2014,NA,143000,139000,0.365,0.371,NA,215000,NA,NA,NA,0.646511627906977,NA,NA,NA,NA,83200,0.406,145000,0.49,0.573793103448276,0.828571428571429,32229.4840038566,4,7
"SEELNSSA1",17,"Europe (EU)",17,"SEELNSSA1_17",345,2,1,2014,NA,94100,139000,0.402,0.371,145000,215000,0.49,NA,0.648965517241379,0.646511627906977,0.820408163265306,NA,36451.8563072464,NA,83200,0.406,145000,0.49,0.573793103448276,0.828571428571429,32229.4840038566,4,7
"SEELNSSA1",17,"Europe (EU)",18,"SEELNSSA1_18",346,3,1,2014,NA,83200,139000,0.406,0.371,145000,215000,0.49,NA,0.573793103448276,0.646511627906977,0.828571428571429,NA,32229.4840038566,NA,83200,0.406,145000,0.49,0.573793103448276,0.828571428571429,32229.4840038566,4,7
"SEELNSSA1",17,"Europe (EU)",19,"SEELNSSA1_19",347,1,1,2015,NA,123000,191000,0.384,0.384,145000,NA,0.49,NA,0.848275862068966,NA,0.783673469387755,NA,47646.9535153168,NA,105000,0.381,145000,0.49,0.724137931034483,0.777551020408163,40674.2286106363,5,7
"SEELNSSA1",17,"Europe (EU)",20,"SEELNSSA1_20",349,2,1,2015,NA,105000,191000,0.381,0.384,145000,NA,0.49,NA,0.724137931034483,NA,0.777551020408163,NA,40674.2286106363,NA,105000,0.381,145000,0.49,0.724137931034483,0.777551020408163,40674.2286106363,5,7
"SEELNSSA1",17,"Europe (EU)",21,"SEELNSSA1_21",350,1,1,2016,NA,321000,378000,0.027,0.0256,145000,145000,0.49,0.49,2.21379310344828,2.60689655172414,0.0551020408163265,0.0522448979591837,124346.927466802,146427.222998291,321000,0.027,145000,0.49,2.21379310344828,0.0551020408163265,124346.927466802,6,7
"SEELNSSA2",18,"Europe (EU)",7,"SEELNSSA2_7",376,1,1,2012,NA,99800,105000,0.079,0.078,215000,215000,NA,NA,0.464186046511628,0.488372093023256,NA,NA,NA,NA,46000,0.149,84000,0.44,0.547619047619048,0.338636363636364,16374.3246301755,2,7
"SEELNSSA2",18,"Europe (EU)",8,"SEELNSSA2_8",377,2,1,2012,NA,100000,105000,0.079,0.078,100000,215000,NA,NA,1,0.488372093023256,NA,NA,NA,NA,46000,0.149,84000,0.44,0.547619047619048,0.338636363636364,16374.3246301755,2,7
"SEELNSSA2",18,"Europe (EU)",9,"SEELNSSA2_9",378,3,1,2012,NA,94400,105000,0.081,0.078,100000,215000,NA,NA,0.944,0.488372093023256,NA,NA,NA,NA,46000,0.149,84000,0.44,0.547619047619048,0.338636363636364,16374.3246301755,2,7
"SEELNSSA2",18,"Europe (EU)",10,"SEELNSSA2_10",359,4,1,2012,NA,61100,105000,0.135,0.078,84000,215000,0.44,NA,0.727380952380952,0.488372093023256,0.306818181818182,NA,21749.3746718201,NA,46000,0.149,84000,0.44,0.547619047619048,0.338636363636364,16374.3246301755,2,7
"SEELNSSA2",18,"Europe (EU)",11,"SEELNSSA2_11",360,5,1,2012,NA,46000,105000,0.149,0.078,84000,215000,0.44,NA,0.547619047619048,0.488372093023256,0.338636363636364,NA,16374.3246301755,NA,46000,0.149,84000,0.44,0.547619047619048,0.338636363636364,16374.3246301755,2,7
