"assessid","stockid","mgmt","assessor","years","start_year","report_year","method","methodshort","methodlong","country","region","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","assesssource","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1","F_type","F_unit","ERbest_ty","ERbest_ty_minus1","ER_ty","ER_ty_minus1","instF_ty","instF_ty_minus1","ERmsybest","ERmsybest_notes","ERmgt","ERmgt_notes","Fmsy","Fmsy_notes","Fmgt","Fmgt_notes","Flim","Flim_notes","TBmsybest","TBmsybest_notes","SSBmsy","SSBmsy_notes","SSBmgt","SSBmgt_notes"
"WGBFAS-HERRRIGA-1976-2016-ICESIMP2016","HERRRIGA","ICES","WGBFAS","1976-2016",1976,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Gulf of Riga East of Gotland","multinational-ICES-28","Herring Gulf of Riga East of Gotland","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/her-riga.pdf","Current","Estonia",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1977,2016,1977,2015,1977,2015,2015,3,2010,2009,"WGBFAS-HERRRIGA-1976-2016-ICESIMP2016_2010","WGBFAS-HERRRIGA-1976-2016-ICESIMP2016_2009",138000,148000,"TBbest-MT","MT",138000,148000,138000,148000,NA,NA,97200,104000,NA,NA,0.218840579710145,0.22027027027027,"ERbest-ratio","ratio",0.218840579710145,0.22027027027027,NA,NA,0.328,0.406,NA,NA,NA,NA,"0.32","","0.32","Fmsy-1/yr","0.88","",NA,NA,NA,NA,"60000","SSBtrigmsy-MT"
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","ICES","WGBFAS","1976-2017",1976,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Gulf of Riga East of Gotland","multinational-ICES-28","Herring Gulf of Riga East of Gotland","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.28.pdf","Current","Estonia",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1977,2017,1977,2016,1977,2016,2016,2,2010,2009,"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018_2010","WGBFAS-HERRRIGA-1976-2017-ICESIMP2018_2009",138000,148000,"TBbest-MT","MT",138000,148000,138000,148000,NA,NA,97900,104000,NA,NA,0.218840579710145,0.22027027027027,"ERbest-ratio","ratio",0.218840579710145,0.22027027027027,NA,NA,0.323,0.402,NA,NA,NA,NA,"0.32","","0.32","Fmsy-1/yr","0.88","",NA,NA,NA,NA,"60000","SSBtrigmsy-MT"
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","ICES","WGBFAS","1976-2018",1976,2018,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Gulf of Riga East of Gotland","multinational-ICES-28","Herring Gulf of Riga East of Gotland","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",999,"","Current","Estonia",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1977,2018,1977,2017,1977,2017,2017,1,2010,2009,"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018_2010","WGBFAS-HERRRIGA-1976-2018-ICESIMP2018_2009",140000,150000,"TBbest-MT","MT",140000,150000,140000,150000,NA,NA,99500,106000,NA,NA,0.215714285714286,0.217333333333333,"ERbest-ratio","ratio",0.215714285714286,0.217333333333333,NA,NA,0.315,0.391,NA,NA,NA,NA,"0.32","","0.32","Fmsy-1/yr","0.88","",NA,NA,NA,NA,"60000","SSBtrigmsy-MT"
"HAWG-HERRSIRS-1957-2010-NEUBAUER","HERRSIRS","ICES","HAWG","1957-2010",1957,2010,"Statistical catch at age model","ICA","Integrated Catch-at-age Analysis","multinational","Europe (EU)","ICES 7a-g-h-j","multinational-ICES-VIIa-g-h-j","Herring ICES 7a-g-h-j","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/reports/ACOM/2011/HAWG/Annex%2005%20Stock%20Annex%20Herring%20in%20the%20Celtic%20Sea%20and%20VIIj.pdf","Current","Ireland",27,"NULL",NA,NA,NA,NA,NA,1958,2010,1958,2010,1958,2010,2010,8,2010,2009,"HAWG-HERRSIRS-1957-2010-NEUBAUER_2010","HAWG-HERRSIRS-1957-2010-NEUBAUER_2009",114000,106000,"SSB-MT","MT",168000,191000,168000,191000,NA,NA,114000,106000,NA,NA,0.0845,0.0652,"F-1/yr","1/yr",0.0498,0.03,0.0498,0.03,0.0845,0.0652,NA,NA,NA,NA,"0.25","Stochastic simulations on segmented regression stock recruit relationship.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAWG-HERRSIRS-1957-2012-ICESIMP2016","HERRSIRS","ICES","HAWG","1957-2012",1957,2012,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 7a-g-h-j","multinational-ICES-VIIa-g-h-j","Herring ICES 7a-g-h-j","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-irls.pdf","Current","Ireland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1958,2012,1958,2011,1958,2011,2011,7,2010,2009,"HAWG-HERRSIRS-1957-2012-ICESIMP2016_2010","HAWG-HERRSIRS-1957-2012-ICESIMP2016_2009",84300,69100,"SSB-MT","MT",135000,128000,135000,128000,NA,NA,84300,69100,NA,NA,0.134,0.104,"F-1/yr","1/yr",0.062,0.044921875,NA,NA,0.134,0.104,NA,NA,NA,NA,"0.25","","0.25","Fmsy-1/yr",NA,NA,NA,NA,NA,NA,NA,NA
"HAWG-HERRSIRS-1957-2013-ICESIMP2016","HERRSIRS","ICES","HAWG","1957-2013",1957,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 7a-g-h-j","multinational-ICES-VIIa-g-h-j","Herring ICES 7a-g-h-j","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-irls.pdf","Current","Ireland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1958,2013,1958,2012,1958,2012,2012,6,2010,2009,"HAWG-HERRSIRS-1957-2013-ICESIMP2016_2010","HAWG-HERRSIRS-1957-2013-ICESIMP2016_2009",113000,87800,"SSB-MT","MT",187000,163000,187000,163000,NA,NA,113000,87800,NA,NA,0.104,0.0828,"F-1/yr","1/yr",0.0447593582887701,0.0352760736196319,NA,NA,0.104,0.0828,NA,NA,NA,NA,"0.25","","0.25","Fmsy-1/yr",NA,NA,NA,NA,NA,NA,"61000","SSBtrigmsy-MT"
"HAWG-HERRSIRS-1957-2014-ICESIMP2016","HERRSIRS","ICES","HAWG","1957-2014",1957,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 7a-g-h-j","multinational-ICES-VIIa-g-h-j","Herring ICES 7a-g-h-j","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/her-irls.pdf","Current","Ireland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1958,2013,1958,2013,1958,2013,2013,5,2010,2009,"HAWG-HERRSIRS-1957-2014-ICESIMP2016_2010","HAWG-HERRSIRS-1957-2014-ICESIMP2016_2009",74300,61500,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,74300,61500,NA,NA,0.164,0.122,"F-1/yr","1/yr",NA,NA,NA,NA,0.164,0.122,NA,NA,NA,NA,NA,NA,"0.23","Fmp-1/yr",NA,NA,NA,NA,NA,NA,"61000","SSBmp-MT"
"HAWG-HERRSIRS-1957-2015-ICESIMP2016","HERRSIRS","ICES","HAWG","1957-2015",1957,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 7a-g-h-j","multinational-ICES-VIIa-g-h-j","Herring ICES 7a-g-h-j","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/her-irls.pdf","Current","Ireland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1958,2015,1958,2014,1958,2014,2014,4,2010,2009,"HAWG-HERRSIRS-1957-2015-ICESIMP2016_2010","HAWG-HERRSIRS-1957-2015-ICESIMP2016_2009",127000,109000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,127000,109000,NA,NA,0.083,0.068,"F-1/yr","1/yr",NA,NA,NA,NA,0.083,0.068,NA,NA,NA,NA,"0.26","","0.26","Fmsy-1/yr",NA,NA,NA,NA,NA,NA,"54000","SSBtrigmsy-MT"
"HAWG-HERRSIRS-1957-2016-ICESIMP2016","HERRSIRS","ICES","HAWG","1957-2016",1957,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 7a-g-h-j","multinational-ICES-VIIa-g-h-j","Herring ICES 7a-g-h-j","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/her-irls.pdf","Current","Ireland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1958,2016,1958,2015,1958,2015,2015,3,2010,2009,"HAWG-HERRSIRS-1957-2016-ICESIMP2016_2010","HAWG-HERRSIRS-1957-2016-ICESIMP2016_2009",142000,122000,"SSB-MT","MT",228000,214000,228000,214000,NA,NA,142000,122000,NA,NA,0.074,0.061,"F-1/yr","1/yr",0.0367105263157895,0.0268691588785047,NA,NA,0.074,0.061,NA,NA,NA,NA,"0.26","","0.26","Fmsy-1/yr","0.61","",NA,NA,NA,NA,"54000","SSBtrigmsy-MT"
"HAWG-HERRSIRS-1957-2017-ICESIMP2018","HERRSIRS","ICES","HAWG","1957-2017",1957,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 7a-g-h-j","multinational-ICES-VIIa-g-h-j","Herring ICES 7a-g-h-j","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.irls.pdf","Current","Ireland",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1958,2017,1958,2016,1958,2016,2016,2,2010,2009,"HAWG-HERRSIRS-1957-2017-ICESIMP2018_2010","HAWG-HERRSIRS-1957-2017-ICESIMP2018_2009",124000,108000,"SSB-MT","MT",199000,189000,199000,189000,NA,NA,124000,108000,NA,NA,0.0848,0.0682,"F-1/yr","1/yr",0.0420603015075377,0.0304232804232804,NA,NA,0.0848,0.0682,NA,NA,NA,NA,"0.26","","0.23","Ftarget-1/yr","0.61","",NA,NA,NA,NA,"61000","SSBtarget-MT"
"HAWG-HERRSIRS-1957-2018-ICESIMP2018","HERRSIRS","ICES","HAWG","1957-2018",1957,2018,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 7a-g-h-j","multinational-ICES-VIIa-g-h-j","Herring ICES 7a-g-h-j","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",999,"","Current","Ireland",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1958,2018,1958,2017,1958,2017,2017,1,2010,2009,"HAWG-HERRSIRS-1957-2018-ICESIMP2018_2010","HAWG-HERRSIRS-1957-2018-ICESIMP2018_2009",125000,116000,"SSB-MT","MT",195000,196000,195000,196000,NA,NA,125000,116000,NA,NA,0.0815,0.0617,"F-1/yr","1/yr",0.0429230769230769,0.0293367346938776,NA,NA,0.0815,0.0617,NA,NA,NA,NA,"0.26","","0.23","Ftarget-1/yr","0.45","",NA,NA,NA,NA,"61000","SSBtarget-MT"
"DFO-HERRSOG-1951-2015-WATSON","HERRSOG","DFO","DFO","1951-2015",1951,2015,"Statistical catch at age model","SCA","Statistical catch-at-age model","Canada","Canada West Coast","Strait of Georgia","Canada-DFO-SOG","Pacific herring Strait of Georgia","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea pallasii pallasii","Clupea pallasii","Pacific herring",0,"http://www.dfo-mpo.gc.ca/csas-sccs/publications/scr-rs/2015/2015_038-eng.pdf","Current","Canada",67,"NULL",NA,NA,NA,NA,NA,1951,2015,1951,2015,1951,2015,2015,2,2007,2006,"DFO-HERRSOG-1951-2015-WATSON_2007","DFO-HERRSOG-1951-2015-WATSON_2006",58400,56800,"SSB-MT","MT",163000,219000,163000,219000,NA,NA,58400,56800,NA,NA,0.0625766871165644,0.0858447488584475,"ERbest-ratio","ratio",0.0625766871165644,0.0858447488584475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DFO-PAC-HERRSOG-1949-2018-ASHBROOK","HERRSOG","DFO","DFO-PAC","1949-2018",1949,2018,"Statistical catch at age model","ICA","Integrated Catch-at-age Analysis","Canada","Canada West Coast","Strait of Georgia","Canada-DFO-SOG","Pacific herring Strait of Georgia","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea pallasii pallasii","Clupea pallasii","Pacific herring",999,"http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2018/2018_002-eng.html","Current","Canada",67,"NULL",NA,NA,NA,NA,NA,1951,2018,NA,NA,1951,2016,2016,1,2007,2006,"DFO-PAC-HERRSOG-1949-2018-ASHBROOK_2007","DFO-PAC-HERRSOG-1949-2018-ASHBROOK_2006",60808.434,57723.91,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,60808.434,57723.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DFO-PAC-HERRSOG-1951-2007-COLLIE","HERRSOG","DFO","DFO-PAC","1951-2007",1951,2007,"Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Canada","Canada West Coast","Strait of Georgia","Canada-DFO-SOG","Pacific herring Strait of Georgia","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea pallasii pallasii","Clupea pallasii","Pacific herring",0,"received from contact","Current","Canada",67,"this is a test entry only",NA,NA,NA,NA,NA,1951,2007,1951,2007,1951,2007,2007,3,2007,2006,"DFO-PAC-HERRSOG-1951-2007-COLLIE_2007","DFO-PAC-HERRSOG-1951-2007-COLLIE_2006",65700,72400,"SSB-MT","MT",75500,90400,75500,90400,NA,NA,65700,72400,NA,NA,0.13,0.199,"ERbest-ratio","ratio",0.13,0.199,0.13,0.199,0.113,0.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAWG-HERRVIa-1956-2010-NEUBAUER","HERRVIa","ICES","HAWG","1956-2010",1956,2010,"Statistical catch at age model","ICA","Integrated Catch-at-age Analysis","multinational","Europe (EU)","West of Scotland","multinational-ICES-VIa","Herring West of Scotland","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/reports/ACOM/2011/HAWG/Sec%2005%20Herring%20in%20Division%20VIa%20(North).pdf","Current","Great Britain",27,"NULL",NA,NA,NA,NA,NA,1957,2010,1957,2010,1957,2010,2010,3,2010,2009,"HAWG-HERRVIa-1956-2010-NEUBAUER_2010","HAWG-HERRVIa-1956-2010-NEUBAUER_2009",775000,166000,"TBbest-MT","MT",775000,166000,775000,166000,NA,NA,61600,74800,NA,NA,0.0256,0.112,"ERbest-ratio","ratio",0.0256,0.112,0.0256,0.112,0.266,0.238,NA,NA,NA,NA,"0.25","Simulations under different productivity regimes (Simmonds and Keltz, 2007). HAWG 2010.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAWG-HERRVIa-1956-2013-ICESIMP2016","HERRVIa","ICES","HAWG","1956-2013",1956,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","West of Scotland","multinational-ICES-VIa","Herring West of Scotland","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-vian.pdf","Current","Great Britain",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1957,2013,1957,2012,1957,2012,2012,2,2010,2009,"HAWG-HERRVIa-1956-2013-ICESIMP2016_2010","HAWG-HERRVIa-1956-2013-ICESIMP2016_2009",168000,164000,"TBbest-MT","MT",168000,164000,168000,164000,NA,NA,64000,85300,NA,NA,0.118452380952381,0.11280487804878,"ERbest-ratio","ratio",0.118452380952381,0.11280487804878,NA,NA,0.251,0.207,NA,NA,NA,NA,NA,NA,"0.2","Fmp-1/yr",NA,NA,NA,NA,NA,NA,NA,NA
"HAWG-HERRVIa-1956-2014-ICESIMP2016","HERRVIa","ICES","HAWG","1956-2014",1956,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","West of Scotland","multinational-ICES-VIa","Herring West of Scotland","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/her-vian.pdf","Current","Great Britain",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1957,2013,1957,2013,1957,2013,2013,1,2010,2009,"HAWG-HERRVIa-1956-2014-ICESIMP2016_2010","HAWG-HERRVIa-1956-2014-ICESIMP2016_2009",164000,158000,"TBbest-MT","MT",164000,158000,164000,158000,NA,NA,60200,83500,NA,NA,0.121341463414634,0.117088607594937,"ERbest-ratio","ratio",0.121341463414634,0.117088607594937,NA,NA,0.272,0.216,NA,NA,NA,NA,NA,NA,"0.2","Fmp-1/yr",NA,NA,NA,NA,NA,NA,"75000","SSBmp-MT"
"HAWG-HERRVIaVIIbc-1956-2010-NEUBAUER","HERRVIaVIIbc","ICES","HAWG","1956-2010",1956,2010,"VPA","VPA","Virtual Population Analysis","multinational","Europe (EU)","ICES 5a-7bc","multinational-ICES-VIa-VIIb-VIIc","Herring ICES 5a-7bc","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/reports/ACOM/2011/HAWG/Sec%2006%20Herring%20in%20Division%20VIa%20(South)%20and%20VIIb,c.pdf","Current","Great Britain",27,"NULL",NA,NA,NA,NA,NA,1957,2010,1957,2010,1957,2010,2010,7,2010,2009,"HAWG-HERRVIaVIIbc-1956-2010-NEUBAUER_2010","HAWG-HERRVIaVIIbc-1956-2010-NEUBAUER_2009",23500,25000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,23500,25000,NA,NA,0.189,0.182,"ERbest-ratio","ratio",0.189,0.182,0.189,0.182,0.547,0.563,NA,NA,NA,NA,"0.25","Stochastic simulations on segmented regression stock recruit relationship, under different productivity regimes.",NA,NA,"0.33","Floss",NA,NA,NA,NA,NA,NA
"HAWG-HERRVIaVIIbc-1956-2013-ICESIMP2016","HERRVIaVIIbc","ICES","HAWG","1956-2013",1956,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 5a-7bc","multinational-ICES-VIa-VIIb-VIIc","Herring ICES 5a-7bc","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-irlw.pdf","Current","Great Britain",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1957,2012,1957,2012,1957,2012,2012,6,2010,2009,"HAWG-HERRVIaVIIbc-1956-2013-ICESIMP2016_2010","HAWG-HERRVIaVIIbc-1956-2013-ICESIMP2016_2009",20700,24200,"SSB-MT","MT",74000,51400,74000,51400,NA,NA,20700,24200,NA,NA,0.137837837837838,0.204280155642023,"ERbest-ratio","ratio",0.137837837837838,0.204280155642023,NA,NA,0.542,0.501,NA,NA,NA,NA,NA,NA,NA,NA,"0.33","",NA,NA,NA,NA,NA,NA
"HAWG-HERRVIaVIIbc-1956-2014-ICESIMP2016","HERRVIaVIIbc","ICES","HAWG","1956-2014",1956,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 5a-7bc","multinational-ICES-VIa-VIIb-VIIc","Herring ICES 5a-7bc","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/her-irlw.pdf","Current","Great Britain",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1957,2014,1957,2013,1957,2013,2013,5,2010,2009,"HAWG-HERRVIaVIIbc-1956-2014-ICESIMP2016_2010","HAWG-HERRVIaVIIbc-1956-2014-ICESIMP2016_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAWG-HERRVIaVIIbc-1956-2015-ICESIMP2016","HERRVIaVIIbc","ICES","HAWG","1956-2015",1956,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 5a-7bc","multinational-ICES-VIa-VIIb-VIIc","Herring ICES 5a-7bc","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/her-67bc.pdf","Current","Great Britain",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1957,2015,1957,2014,1957,2014,2014,4,2010,2009,"HAWG-HERRVIaVIIbc-1956-2015-ICESIMP2016_2010","HAWG-HERRVIaVIIbc-1956-2015-ICESIMP2016_2009",373000,416000,"SSB-MT","MT",694000,684000,694000,684000,NA,NA,373000,416000,NA,NA,0.043371757925072,0.0423976608187134,"ERbest-ratio","ratio",0.043371757925072,0.0423976608187134,NA,NA,0.09,0.0766,NA,NA,NA,NA,"0.16","","0.16","Fmsy-1/yr",NA,NA,NA,NA,NA,NA,"410000","SSBtrigmsy-MT"
"HAWG-HERRVIaVIIbc-1956-2016-ICESIMP2016","HERRVIaVIIbc","ICES","HAWG","1956-2016",1956,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 5a-7bc","multinational-ICES-VIa-VIIb-VIIc","Herring ICES 5a-7bc","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/her-67bc.pdf","Current","Great Britain",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1957,2016,1957,2015,1957,2015,2015,3,2010,2009,"HAWG-HERRVIaVIIbc-1956-2016-ICESIMP2016_2010","HAWG-HERRVIaVIIbc-1956-2016-ICESIMP2016_2009",402000,438000,"SSB-MT","MT",754000,728000,754000,728000,NA,NA,402000,438000,NA,NA,0.039920424403183,0.0398351648351648,"ERbest-ratio","ratio",0.039920424403183,0.0398351648351648,NA,NA,0.0837,0.0724,NA,NA,NA,NA,"0.16","","0.16","Fmsy-1/yr","0.3","",NA,NA,NA,NA,"410000","SSBtrigmsy-MT"
"HAWG-HERRVIaVIIbc-1956-2017-ICESIMP2018","HERRVIaVIIbc","ICES","HAWG","1956-2017",1956,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 5a-7bc","multinational-ICES-VIa-VIIb-VIIc","Herring ICES 5a-7bc","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"","Current","Great Britain",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1957,2017,1957,2016,1957,2016,2016,2,2010,2009,"HAWG-HERRVIaVIIbc-1956-2017-ICESIMP2018_2010","HAWG-HERRVIaVIIbc-1956-2017-ICESIMP2018_2009",380000,420000,"SSB-MT","MT",699000,693000,699000,693000,NA,NA,380000,420000,NA,NA,0.0416309012875536,0.0438672438672439,"ERbest-ratio","ratio",0.0416309012875536,0.0438672438672439,NA,NA,0.0894,0.0761,NA,NA,NA,NA,"0.16","","0.16","Fmsy-1/yr","0.3","",NA,NA,NA,NA,"410000","SSBtrigmsy-MT"
"HAWG-HERRVIaVIIbc-1956-2018-ICESIMP2018","HERRVIaVIIbc","ICES","HAWG","1956-2018",1956,2018,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 5a-7bc","multinational-ICES-VIa-VIIb-VIIc","Herring ICES 5a-7bc","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",999,"","Current","Great Britain",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1957,2018,1957,2017,1957,2017,2017,1,2010,2009,"HAWG-HERRVIaVIIbc-1956-2018-ICESIMP2018_2010","HAWG-HERRVIaVIIbc-1956-2018-ICESIMP2018_2009",341000,383000,"SSB-MT","MT",631000,637000,631000,637000,NA,NA,341000,383000,NA,NA,0.04770206022187,0.0455259026687598,"ERbest-ratio","ratio",0.04770206022187,0.0455259026687598,NA,NA,0.1,0.0834,NA,NA,NA,NA,"0.16","","0.16","Fmsy-1/yr","0.3","",NA,NA,NA,NA,"410000","SSBtrigmsy-MT"
"DFO-HERRWCVANI-1951-2015-WATSON","HERRWCVANI","DFO","DFO","1951-2015",1951,2015,"Statistical catch at age model","SCA","Statistical catch-at-age model","Canada","Canada West Coast","West Coast of Vancouver Island","Canada-DFO-WCVANI","Pacific herring West Coast of Vancouver Island","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea pallasii pallasii","Clupea pallasii","Pacific herring",0,"http://www.dfo-mpo.gc.ca/csas-sccs/publications/scr-rs/2015/2015_038-eng.pdf","Current","Canada",67,"NULL",NA,NA,NA,NA,NA,1951,2015,1951,2015,1951,2015,2015,2,2007,2006,"DFO-HERRWCVANI-1951-2015-WATSON_2007","DFO-HERRWCVANI-1951-2015-WATSON_2006",4300,4640,"SSB-MT","MT",19600,28700,19600,28700,NA,NA,4300,4640,NA,NA,0,0,"ERbest-ratio","ratio",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
